id,Variant Inventory Qty,year,Image Src,Body (HTML),Type,Title,author,Vendor,Handle,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
54,13,1988,http://images.amazon.com/images/P/0060914068.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: M.D. Bernie S. Siegel</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Love; Medicine and Miracles,M.D. Bernie S. Siegel,HarperCollins Publishers,love-medicine-and-miracles,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
55,9,1982,http://images.amazon.com/images/P/0156047624.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert Penn Warren</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,All the King's Men,Robert Penn Warren,Harvest Books,all-the-king-s-men,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
56,20,1985,http://images.amazon.com/images/P/0245542957.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Hans Johannes Hoefer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,Pacific Northwest,Hans Johannes Hoefer,Chambers Harrap Publishers Ltd,pacific-northwest,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
57,8,1992,http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Helprin</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,A Soldier of the Great War,Mark Helprin,Avon Books,a-soldier-of-the-great-war,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
58,6,1992,http://images.amazon.com/images/P/0553280333.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: O. Carol Simonton Md</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Getting Well Again,O. Carol Simonton Md,Bantam,getting-well-again,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
59,19,1993,http://images.amazon.com/images/P/0961769947.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Chuck Hill</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Northwest Wines and Wineries,Chuck Hill,Speed Graphics,northwest-wines-and-wineries,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
60,12,2002,http://images.amazon.com/images/P/0964778319.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: David Iglehart</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Fantasy,An Atmosphere of Eternity: Stories of India,David Iglehart,Sunflower Press,an-atmosphere-of-eternity-stories-of-india,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
61,12,1986,http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Larry McMurtry</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,LONESOME DOVE,Larry McMurtry,Pocket,lonesome-dove,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
62,2,1991,http://images.amazon.com/images/P/0679810307.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: SUZANNE FISHER STAPLES</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Shabanu: Daughter of the Wind (Border Trilogy),SUZANNE FISHER STAPLES,Laurel Leaf,shabanu-daughter-of-the-wind-border-trilogy-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
63,5,1995,http://images.amazon.com/images/P/0679865691.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: SUZANNE FISHER STAPLES</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Haveli (Laurel Leaf Books),SUZANNE FISHER STAPLES,Laurel Leaf,haveli-laurel-leaf-books-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
64,15,2002,http://images.amazon.com/images/P/2070423204.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Michel Tournier</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Lieux dits,Michel Tournier,Gallimard,lieux-dits,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
65,2,1978,http://images.amazon.com/images/P/0345260317.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carl Sagan</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,Ballantine Books,the-dragons-of-eden-speculations-on-the-evolution-of-human-intelligence,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
66,16,1980,http://images.amazon.com/images/P/0394743741.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Aleksandr Zinoviev</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,The yawning heights,Aleksandr Zinoviev,Random House,the-yawning-heights,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
67,6,1994,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne Tyler</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Breathing Lessons,Anne Tyler,Berkley Publishing Group,breathing-lessons,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
68,5,1994,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Amy Tan</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Short Stories,The Joy Luck Club,Amy Tan,Prentice Hall (K-12),the-joy-luck-club,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
69,20,1998,http://images.amazon.com/images/P/1853262404.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Joseph Conrad</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Literary Fiction,Heart of Darkness (Wordsworth Collection),Joseph Conrad,NTC/Contemporary Publishing Company,heart-of-darkness-wordsworth-collection-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
70,7,2000,http://images.amazon.com/images/P/0312970242.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Deepak Chopra</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,The Angel Is Near,Deepak Chopra,St. Martin's Press,the-angel-is-near,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
71,6,1997,http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Thomas Hardy</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy,NTC/Contemporary Publishing Company,tess-of-the-d-urbervilles-wordsworth-classics-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
72,16,2003,http://images.amazon.com/images/P/1414035004.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Charles Noland</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,The Adventures of Drew and Ellie: The Magical Dress,Charles Noland,1stBooks Library,the-adventures-of-drew-and-ellie-the-magical-dress,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
73,4,2003,http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Valerie Frankel</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,The Accidental Virgin,Valerie Frankel,Avon Trade,the-accidental-virgin,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
74,9,1983,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Benjamin Hoff</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,The Tao of Pooh,Benjamin Hoff,Penguin Books,the-tao-of-pooh,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
75,14,2003,http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: LAURA HILLENBRAND</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Seabiscuit,LAURA HILLENBRAND,Ballantine Books,seabiscuit,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
76,13,1952,http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Niccolo Machiavelli</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,The Prince,Niccolo Machiavelli,Signet Book,the-prince,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
77,14,1991,http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: H. Jackson Brown</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,Thomas Nelson,life-s-little-instruction-book-life-s-little-instruction-books-paperback-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
78,10,1987,http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert A. Heinlein</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,Starship Troopers,Robert A. Heinlein,Ace Books,starship-troopers,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
79,12,1988,http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: PHILIP PULLMAN</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Comic Book or Graphic Novel,The Ruby in the Smoke (Sally Lockhart Trilogy; Book 1),PHILIP PULLMAN,Laurel Leaf,the-ruby-in-the-smoke-sally-lockhart-trilogy-book-1-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
80,10,1995,http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anna Sewell</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Black Beauty (Illustrated Classics),Anna Sewell,Landoll,black-beauty-illustrated-classics-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
81,19,2000,http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MICHAEL ONDAATJE</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,Anil's Ghost,MICHAEL ONDAATJE,Knopf,anil-s-ghost,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
82,7,1999,http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sandra Levy Ceren</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Prescription for Terror,Sandra Levy Ceren,Andrew Scott Publishers,prescription-for-terror,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
83,10,1990,http://images.amazon.com/images/P/087113375X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: P.J. O'Rourke</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Cookbooks,Modern Manners: An Etiquette Book for Rude People,P.J. O'Rourke,Atlantic Monthly Press,modern-manners-an-etiquette-book-for-rude-people,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
84,20,2000,http://images.amazon.com/images/P/0340767936.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mike Gayle</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Turning Thirty,Mike Gayle,Hodder &amp; Stoughton General Division,turning-thirty,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
85,10,2002,http://images.amazon.com/images/P/0743403843.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stel Pavlou</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,Decipher,Stel Pavlou,Simon &amp; Schuster (Trade Division),decipher,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
86,7,1999,http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sarah Payne Stuart</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,My First Cousin Once Removed: Money; Madness; and the Family of Robert Lowell,Sarah Payne Stuart,Perennial,my-first-cousin-once-removed-money-madness-and-the-family-of-robert-lowell,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
87,9,1994,http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Dan Quayle</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Biographies and Autobiographies,Standing Firm: A Vice-Presidential Memoir,Dan Quayle,Harpercollins,standing-firm-a-vice-presidential-memoir,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
88,18,2003,http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Donald F. Kettl</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",True Crime,Team Bush : Leadership Lessons from the Bush White House,Donald F. Kettl,McGraw-Hill,team-bush-leadership-lessons-from-the-bush-white-house,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
89,1,2003,http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: DAVID FRUM</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Detective and Mystery,The Right Man : The Surprise Presidency of George W. Bush,DAVID FRUM,Random House,the-right-man-the-surprise-presidency-of-george-w-bush,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
90,3,1981,http://images.amazon.com/images/P/0553062042.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Louis Lamour</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,Daybreakers Louis Lamour Collection,Louis Lamour,Bantam Doubleday Dell,daybreakers-louis-lamour-collection,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
91,6,1991,http://images.amazon.com/images/P/0316769487.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J.D. Salinger</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,The Catcher in the Rye,J.D. Salinger,Little; Brown,the-catcher-in-the-rye,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
92,9,2001,http://images.amazon.com/images/P/8445071408.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J. R. R. Tolkien</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",History,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),J. R. R. Tolkien,Minotauro,el-senor-de-los-anillos-la-comunidad-del-anillo-lord-of-the-rings-spanish-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
93,20,2001,http://images.amazon.com/images/P/8445071769.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J. R. R. Tolkien</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Action and Adventure,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),J. R. R. Tolkien,Minotauro,el-senor-de-los-anillos-las-dos-torres-lord-of-the-rings-paperback-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
94,18,2001,http://images.amazon.com/images/P/8445071777.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: J. R. R. Tolkien</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,El Senor De Los Anillos: El Retorno Del Rey (Tolkien; J. R. R. Lord of the Rings. 3.),J. R. R. Tolkien,Distribooks,el-senor-de-los-anillos-el-retorno-del-rey-tolkien-j-r-r-lord-of-the-rings-3-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
95,9,1994,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Berendt</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,Random House,midnight-in-the-garden-of-good-and-evil-a-savannah-story,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
96,5,1998,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Higgins Clark</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Horror,Pretend You Don't See Her,Mary Higgins Clark,Pocket,pretend-you-don-t-see-her,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
97,11,2001,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jennifer Crusie</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Fast Women,Jennifer Crusie,St. Martin's Press,fast-women,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
98,10,2001,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jane Heller</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Essays,Female Intelligence,Jane Heller,St. Martin's Press,female-intelligence,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
99,7,2002,http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Michael Rips</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Romance,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,Back Bay Books,pasquale-s-nose-idle-days-in-an-italian-town,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
100,7,2002,http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Simon Mawer</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,The Gospel of Judas: A Novel,Simon Mawer,Back Bay Books,the-gospel-of-judas-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
101,20,1987,http://images.amazon.com/images/P/0385235941.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: William Abrahams</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Science Fiction,Prize Stories; 1987: The O'Henry Awards,William Abrahams,Doubleday Books,prize-stories-1987-the-o-henry-awards,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
102,12,2000,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert T. Kiyosaki</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Suspense and Thrillers,Rich Dad; Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Warner Books,rich-dad-poor-dad-what-the-rich-teach-their-kids-about-money-that-the-poor-and-middle-class-do-not-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
103,20,1996,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ken Follett</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Poetry,The Pillars of the Earth,Ken Follett,Signet Book,the-pillars-of-the-earth,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
104,4,1995,http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John F. Love</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Memoir,McDonald's: Behind the Arches,John F. Love,Bantam,mcdonald-s-behind-the-arches,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
105,10,1986,http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert G. Allen</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Historical Fiction,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,Robert G. Allen,Fireside,creating-wealth-retire-in-ten-years-using-allen-s-seven-principles-of-wealth-,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
106,19,1995,http://images.amazon.com/images/P/067976397X.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: LOUIS DE BERNIERES</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Classics,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,Vintage,corelli-s-mandolin-a-novel,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
107,4,1996,http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Pam Proctor</b>
  <br/>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Women's Fiction,Love; Miracles; and Animal Healing : A heartwarming look at the spiritual bond between animals and humans,Pam Proctor,Fireside,love-miracles-and-animal-healing-a-heartwarming-look-at-the-spiritual-bond-between-animals-and-humans,,TRUE,,,,,,,,0,,deny,manual,99,119.0,True,True,,1.0,,FALSE,,,,,,,,,,,,,,,,,kg,
