Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
what-to-expect-when-you-re-expecting-revised-edition,What to Expect When You're Expecting (Revised Edition),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Arlene Eisenberg</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Workman Pub Co,,Essays,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/089480829X.01.LZZZZZZZ.gif?v=1699762793,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
powerpoint-2000-for-windows-for-dummies,PowerPoint 2000 for Windows for Dummies,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Doug  Lowe</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",For Dummies,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0764504509.01.LZZZZZZZ.jpg?v=1699762791,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-word-desire,"The Word \Desire\""""","<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Rikki Ducornet</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Henry Holt &amp; Company,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0805051732.01.LZZZZZZZ.jpg?v=1699762789,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-3-000-mile-garden-an-exchange-of-letters-on-gardening-food-and-the-good-life,The 3;000 Mile Garden: An Exchange of Letters on Gardening; Food; and the Good Life,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Leslie Land</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Viking Books,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0670867144.01.LZZZZZZZ.jpg?v=1699762786,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
glad-rags,Glad Rags,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: MacDonald Harris</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Story Line Press,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0934257345.01.LZZZZZZZ.gif?v=1699762784,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
all-new-great-american-favorite-brand-name-cookbook,All New Great American Favorite Brand Name Cookbook,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ltd Editorial Staff Publication International</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Publications International,,Classics,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0785324712.01.LZZZZZZZ.gif?v=1699762783,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fishboy-a-ghost-s-story,Fishboy: A Ghost's Story,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Richard</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Anchor,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385425686.01.LZZZZZZZ.jpg?v=1699762781,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
swimmer-in-the-secret-sea-novella,Swimmer in the Secret Sea: Novella,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: William Kotzwinkle</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Chronicle Books Llc,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0811807150.01.LZZZZZZZ.gif?v=1699762779,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
asylum,Asylum,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patrick McGrath</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Random House Inc,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679452281.01.LZZZZZZZ.jpg?v=1699762777,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-swan-a-novel,The Swan: A Novel,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sebastiano Vassalli</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Harvill Press,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1860462995.01.LZZZZZZZ.jpg?v=1699762775,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
me-and-my-little-brain,Me and My Little Brain,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: JOHN FITZGERALD</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Yearling,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0440455332.01.LZZZZZZZ.jpg?v=1699762772,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-rocky-mountain-wonderland,The Rocky Mountain Wonderland,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Enos A. Mills</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Univ of Nebraska Pr,,Poetry,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0803281730.01.LZZZZZZZ.gif?v=1699762770,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
where-the-suckers-moon-an-advertising-story,Where the Suckers Moon: An Advertising Story,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Randall Rothenberg</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Alfred A. Knopf,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679412271.01.LZZZZZZZ.gif?v=1699762768,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bertha-lum-american-printmakers,Bertha Lum (American Printmakers),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mary Evans O'Keefe Gravalos</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Smithsonian Inst Pr,,Romance,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1560980087.01.LZZZZZZZ.gif?v=1699762766,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sailing-on-the-ice-and-other-stories-from-the-old-squire-s-farm,Sailing on the Ice: And Other Stories from the Old Squire's Farm,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: C. A. Stephens</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Thomas Nelson Inc,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1558534245.01.LZZZZZZZ.jpg?v=1699762764,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
including-students-with-special-needs-a-practical-guide-for-classroom-teachers,Including Students with Special Needs: A Practical Guide for Classroom Teachers,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Marilyn Penovich Friend</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Prentice Hall,,Horror,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0205280854.01.LZZZZZZZ.jpg?v=1699762762,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
witching-hour-lives-of-the-mayfair-witches,Witching Hour (Lives of the Mayfair Witches),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne Rice</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ballantine Books,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345367898.01.LZZZZZZZ.jpg?v=1699762760,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
johnny-long-legs-matt-christopher-sports-classics,Johnny Long Legs (Matt Christopher Sports Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Matthew F Christopher</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Little; Brown,,True Crime,"",true,Title,Default Title,,,,,,0.0,,6,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0316140651.01.LZZZZZZZ.jpg?v=1699762758,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-second-rumpole-omnibus-crime-monthly,The Second Rumpole Omnibus (Crime Monthly),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: John Mortimer</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Penguin Books,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0140089586.01.LZZZZZZZ.jpg?v=1699762756,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lazarillo-de-tormes-biblioteca-didactica-anaya,Lazarillo De Tormes (Biblioteca Didactica Anaya),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anonimo</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Continental Book Company,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/8420725927.01.LZZZZZZZ.jpg?v=1699762754,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-capture-animorphs-paperback-numbered,The Capture (Animorphs (Paperback Numbered)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Katherine Applegate</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,History,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0590629824.01.LZZZZZZZ.jpg?v=1699762752,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
circle-of-three-3-second-sight-circle-of-three,Circle of Three #3: Second Sight (Circle of Three),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Isobel Bird</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Avon,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0064472930.01.LZZZZZZZ.jpg?v=1699762750,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
whizzard-tales-of-the-dark-forest-s,Whizzard (Tales of the Dark Forest S.),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Steve Barlow</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Trafalgar Square Books,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0007108648.01.LZZZZZZZ.jpg?v=1699762748,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
no-survivors-nightmare-room-thrillogy-3,No Survivors (Nightmare Room Thrillogy; 3),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: R. L. Stine</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Avon Books,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0064410358.01.LZZZZZZZ.jpg?v=1699762746,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
dad-alert-orchard-red-apple-s,Dad Alert! (Orchard Red Apple S.),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ros Stanley</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Orchard Books,,Essays,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1841215457.01.LZZZZZZZ.jpg?v=1699762744,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sworn-to-defend,Sworn to Defend,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carolyn Wheat</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Berkley Publishing Group,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0425169324.01.LZZZZZZZ.jpg?v=1699762743,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
miro-famous-artists,Miro (Famous Artists),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nicholas Ross</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Barron's Educational Series,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0812094271.01.LZZZZZZZ.gif?v=1699762741,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
guerre-de-troie-n-aura-pas-lieu,Guerre De Troie N'Aura Pas Lieu,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jean Giraudoux</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Distribooks Inc,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,19,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2253004898.01.LZZZZZZZ.jpg?v=1699762739,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
peters-welcom-tell-a-tale-book,Peters Welcom Tell a Tale Book,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Maida Silverman</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Golden Books,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0307177092.01.LZZZZZZZ.gif?v=1699762736,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-not-so-perfect-picnic,The Not-So-Perfect Picnic,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Disney Enterprises Inc</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Advance Publishers LLC,,Classics,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1579730272.01.LZZZZZZZ.gif?v=1699762735,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
edgar-the-lion-who-would-be-a-good-king,Edgar the Lion Who Would Be a Good King,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sunny Griffin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Landoll,,Romance,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1569870942.01.LZZZZZZZ.gif?v=1699762733,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-first-book-of-shapes-preschool-dinosaur-playhouse,A First Book of Shapes (Preschool Dinosaur Playhouse),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: A. J. Wood</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Modern Publishing,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0874493803.01.LZZZZZZZ.gif?v=1699762731,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bears-in-the-night-bright-amp-early-books,Bears in the Night (Bright &amp; Early Books),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stan Berenstain</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Random House,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0394822862.01.LZZZZZZZ.jpg?v=1699762729,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
la-peste-folio-series-no-42,LA Peste (Folio Series: No. 42),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Albert Camus</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Distribooks,,Science Fiction,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2070360423.01.LZZZZZZZ.jpg?v=1699762727,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
nouvelles-tome-2-1953-1981,Nouvelles : tome 2; 1953-1981,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philip Kindred Dick</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DenoÃÂÃÂ?ÃÂÃÂÃÂÃÂ«l,,Essays,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2207251756.01.LZZZZZZZ.jpg?v=1699762725,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
la-porte-obscure,La porte obscure,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philip K. (Philip Kindred) Dick</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Presses de la CitÃÂÃÂ?ÃÂÃÂÃÂÃÂ©,,Horror,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2258036992.01.LZZZZZZZ.jpg?v=1699762723,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
le-guide-galactique-tome-1,Le Guide galactique; tome 1,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jean Bonnefoy</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Gallimard,,True Crime,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2070415686.01.LZZZZZZZ.jpg?v=1699762721,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
balade-au-bout-du-monde-tome-4-la-pierre-de-folie,Balade au bout du monde; tome 4 : La pierre de folie,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Laurent Vicomte</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",GlÃÂÃÂ?ÃÂÃÂÃÂÃÂ©nat,,History,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2723409821.01.LZZZZZZZ.jpg?v=1699762719,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
risque-mortel,Risque mortel,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robin Cook</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",LGF,,Short Stories,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2253170453.01.LZZZZZZZ.jpg?v=1699762717,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
la-maison-des-feuilles,La Maison des feuilles,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Mark Z. Danielewski</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DenoÃÂÃÂ?ÃÂÃÂÃÂÃÂ«l,,Essays,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2207252000.01.LZZZZZZZ.jpg?v=1699762715,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
va-a-a-a-a-a-ronika-da-a-a-a-a-a-cide-de-mourir,VÃÂÃÂ?ÃÂÃÂÃÂÃÂ©ronika dÃÂÃÂ?ÃÂÃÂÃÂÃÂ©cide de mourir,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Paulo Coelho</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",LGF,,Romance,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2253152277.01.LZZZZZZZ.jpg?v=1699762713,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
a-rebrousse-temps,A rebrousse-temps,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philip K. Dick</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",J'ai lu,,Romance,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2290305251.01.LZZZZZZZ.jpg?v=1699762711,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
siva,Siva,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philip K. Dick</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DenoÃÂÃÂ?ÃÂÃÂÃÂÃÂ«l,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2207250474.01.LZZZZZZZ.jpg?v=1699762709,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
radio-libre-albemuth,Radio libre Albemuth,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philip Kindred Dick</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",DenoÃÂÃÂ?ÃÂÃÂÃÂÃÂ«l,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2207245810.01.LZZZZZZZ.jpg?v=1699762707,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
